98
15, 30
8, 22
12, 20
41, 28
31, 18
49, 18
44, 8
3, 5
14, 38
5, 9
30, 23
33, 26
22, 45
32, 11
40, 24
45, 6
7, 5
28, 19
25, 22
49, 8
40, 48
28, 37
6, 31
42, 23
21, 47
32, 2
22, 15
28, 45
12, 12
8, 5
36, 4
11, 45
9, 41
14, 37
13, 15
14, 24
43, 22
5, 37
45, 27
37, 29
29, 11
45, 9
6, 9
21, 17
14, 9
21, 27
5, 32
19, 21
19, 34
37, 15
40, 3
39, 35
25, 46
25, 23
23, 12
2, 4
23, 49
15, 32
11, 38
49, 25
48, 22
5, 5
6, 24
26, 26
10, 15
43, 1
18, 34
38, 44
30, 13
19, 6
27, 21
12, 3
23, 28
35, 34
16, 36
11, 16
10, 16
21, 16
42, 0
44, 3
15, 39
6, 34
23, 44
30, 6
10, 49
22, 26
40, 45
4, 27
31, 23
15, 43
39, 27
9, 11
46, 2
13, 42
7, 28
32, 13
12, 7
7, 42
