6129.45, 8940.14
3919.09, 8930.92
5262.88, 8922.85
2858.36, 8904.42
4307.94, 8886.07
4334.44, 8883.01
4350.3, 8881.18
5944.04, 8848.28
7675.26, 8832.4
4779.44, 8831.68
2732.91, 8830.65
7671.61, 8828.79
7666.34, 8828.65
7525.64, 8824.94
7275.88, 8818.35
7034.94, 8811.99
6969.35, 8810.26
2772.77, 8807.77
6743.8, 8804.31
6662.14, 8802.16
4134.12, 8800.9
2827.78, 8799.76
6409.6, 8795.5
6394.25, 8795.09
6281.62, 8792.12
6203.38, 8790.06
2574.23, 8789.76
5156.19, 8788.23
6074.93, 8786.67
8807.36, 8785.85
5979.51, 8785.47
5980.25, 8784.17
5978.99, 8784.14
2821.88, 8779.59
5805.33, 8779.56
2641.94, 8777.16
5264.52, 8775.73
5652.44, 8775.52
5290.68, 8772.72
5534.63, 8772.42
2626.26, 8767.94
6990.15, 8767.82
5338.22, 8767.23
5290.52, 8765.98
5264.64, 8765.29
8803.24, 8762.61
5135.3, 8761.88
4950.23, 8757
1642.98, 8754.87
7233.79, 8753.79
4764.06, 8752.09
2665.96, 8751.29
7233.66, 8749.28
7230.4, 8748.59
4614.46, 8748.14
3197.95, 8745.84
5523.71, 8745.84
4450.5, 8743.82
2584.84, 8743.59
4408.76, 8742.71
4362.53, 8741.5
4317.22, 8740.3
4267.42, 8738.99
7448.46, 8737.16
4153.05, 8735.97
4090.29, 8734.31
3282.71, 8733.49
5649.25, 8731.36
3918.48, 8729.78
8749.21, 8729.55
5696.95, 8725.86
3335.65, 8725.78
3432.89, 8719.11
3437.79, 8717.1
3433.1, 8716.98
3401.76, 8716.15
3333.29, 8714.34
3274.32, 8712.79
4319.01, 8712.21
3433.64, 8711.51
3220.34, 8711.36
3461.15, 8707.5
7021.24, 8704.42
2953.04, 8704.31
5647.07, 8701.14
2798.7, 8700.24
2788.32, 8699.97
5086.09, 8699.78
4982.48, 8699.46
2715.4, 8698.04
5944.84, 8697.27
2797.5, 8696.12
4164.8, 8695.69
2596.04, 8694.9
2497.61, 8692.3
2446.97, 8690.96
6035.2, 8686.84
6039.3, 8686.37
2219.55, 8684.96
