218.76, 863.128
423.83, 855.894
754.254, 849.445
220.836, 845.018
472.425, 843.996
181.065, 843.325
708.461, 835.429
543.76, 826.529
331.092, 826.264
331.387, 824.491
553.025, 824.261
332.288, 824.182
670.61, 823.843
557.363, 823.198
553.274, 818.758
468.817, 813.355
630.616, 811.601
563.036, 810.785
619.11, 808.08
633.697, 804.508
193.275, 801.121
689.37, 799.347
580.731, 796.332
678.898, 793.441
571.001, 793.354
681.041, 792.916
299.943, 792.308
685.402, 791.848
679.389, 791.64
836.783, 788.498
436.692, 788.366
554.65, 788.349
681.396, 784.276
227.82, 784.111
736.299, 779.386
524.152, 779.014
464.741, 778.744
232.48, 778.21
578.695, 776.52
495.386, 770.209
492.339, 769.276
649.358, 768.453
496.931, 767.701
341.333, 764.73
687.676, 761.239
517.434, 760.668
813.553, 760.47
462.553, 760.16
826.096, 757.399
631.626, 754.762
443.194, 754.234
186.603, 753.381
664.663, 752.65
628.499, 752.347
657.399, 749.939
556.508, 747.263
272.792, 747.258
643.493, 745.069
643.865, 744.888
643.762, 744.85
511.403, 744.2
660.027, 743.889
210.954, 740.012
611.107, 738.918
657.146, 738.443
382.065, 737.589
345.864, 737.499
384.189, 736.173
383.075, 735.832
655.474, 735.283
663.795, 735.215
613.123, 733.415
598.675, 732.798
268.888, 732.101
601.794, 731.727
605.341, 730.511
599.85, 730.226
600.539, 728.718
234.35, 727.167
354.571, 727.108
615.458, 727.04
595.426, 726.81
347.932, 725.076
668.325, 724.787
585.985, 719.521
699.492, 717.889
645.635, 716.688
565.327, 715.577
314.864, 714.954
558.005, 714.179
558.064, 712.866
263.496, 711.165
532.848, 709.376
288.742, 706.958
517.031, 706.356
535.813, 704.562
277.453, 703.503
496.081, 702.356
558.716, 698.466
260.16, 698.209
178.871, 698.058
515.289, 696.902
747.601, 694.539
454.819, 694.478
454.584, 694.433
706, 694.014
454.726, 693.687
448.559, 693.283
238.433, 691.559
755.665, 690.626
302.196, 689.918
454.233, 689.502
455.711, 688.518
545.738, 688.445
226.067, 687.774
490.727, 687.735
206.688, 687.419
630.044, 687.219
411.591, 686.225
354.708, 684.36
214.787, 684.321
210.344, 682.962
391.964, 682.478
748.7, 682.222
473.53, 681.317
469.035, 679.64
228.594, 679.041
239.949, 678.339
471.294, 678.135
364.091, 677.156
624.388, 676.531
175.806, 676.124
356.159, 675.642
458.174, 675.586
240.385, 674.531
790.714, 673.614
452.338, 673.408
177.365, 672.867
175.261, 672.223
247.906, 671.654
796.362, 670.873
252.835, 669.769
484.089, 669.609
319.062, 668.559
737.291, 668.457
252.357, 667.915
560.234, 664.905
561.284, 663.2
424.855, 663.151
793.642, 662.958
460.59, 662.903
560.398, 661.288
771.255, 660.83
276.998, 660.528
508.421, 659.632
750.781, 658.885
749.195, 658.734
412.134, 658.404
264.085, 658.062
750.92, 657.324
727.526, 656.675
716.465, 655.623
249.082, 655.198
242.741, 653.987
699.084, 653.972
236.203, 652.739
235.281, 652.563
396.239, 652.471
757.606, 651.863
236.784, 650.731
644.135, 648.75
637.377, 648.107
751.751, 648.016
449.191, 646.684
313.812, 646.447
718.987, 646.372
607.866, 645.303
599.58, 644.515
574.271, 642.11
244.143, 641.76
561.321, 640.879
245.268, 640.389
550.464, 639.848
362.134, 639.743
244.598, 637.789
503.961, 635.428
291.056, 635.404
441.011, 635.044
346.347, 634.004
708.094, 633.229
473.301, 632.515
470.405, 632.239
466.501, 631.868
242.682, 630.347
447.231, 630.037
444.063, 629.736
723.583, 629.511
469.404, 629.505
436.796, 629.045
436.737, 629.04
436.767, 629.004
427.818, 628.225
315.375, 627.895
467.265, 627.854
364.227, 627.166
446.663, 625.212
467.79, 625.099
433.274, 624.035
712.789, 622.419
445.835, 618.18
593.203, 617.59
469.395, 616.675
451.945, 616.025
777.153, 614.977
445.426, 614.704
591.432, 614.243
449.332, 614.007
316.546, 613.99
362.713, 613.277
592.139, 613.096
267.792, 612.932
447.837, 612.853
316.661, 612.627
366.745, 612.032
318.909, 612.004
444.945, 610.62
423.219, 609.727
454.738, 607.555
367.56, 607.139
458.454, 604.701
459.911, 603.582
235.602, 602.857
682.811, 602.724
459.594, 602.717
459.35, 602.05
207.871, 601.67
211.791, 600.945
461.35, 599.662
465.324, 599.426
369.062, 598.115
414.481, 597.292
234.049, 596.826
376.259, 596.122
252.626, 595.974
464.494, 595.909
419.726, 595.673
423.912, 594.38
253.416, 593.242
473.94, 592.81
756.955, 592.037
756.763, 591.819
756.777, 591.66
264.419, 591.207
665.226, 591.17
663.819, 590.246
418.334, 590.073
442.362, 588.683
281.789, 587.992
407.566, 587.452
